length,num_words,num_urls,has_ip_url,num_exclamations,num_dollars,num_percents,special_char_ratio,upper_ratio,digit_ratio,unique_word_ratio,suspicious_words,label
2852,574,0,0,0,0,0,0.03610234840518752,0.0,0.00385559060637925,0.47304347826086957,0,0
440,90,0,0,0,0,0,0.05668934240362812,0.0,0.0,0.7362637362637363,0,1
577,124,0,0,1,0,0,0.031141868512110725,0.0,0.02768166089965398,0.648,0,0
639,184,0,0,0,0,0,0.153125,0.0,0.0546875,0.42702702702702705,0,0
3571,437,18,1,6,0,0,0.21248600223964165,0.0,0.09126539753639418,0.5616438356164384,19,1
6027,1052,0,0,5,0,0,0.04213669542136696,0.0,0.011612475116124751,0.34947768281101615,1,0
1844,485,0,0,0,0,0,0.11273712737127371,0.0,0.03902439024390244,0.3168724279835391,0,0
2969,482,0,0,0,1,0,0.03198653198653199,0.0,0.0053872053872053875,0.546583850931677,16,1
283,63,0,0,0,0,0,0.09154929577464789,0.0,0.09154929577464789,0.53125,0,0
590,91,1,0,2,2,0,0.08967851099830795,0.0,0.038917089678511,0.7065217391304348,0,1
284,60,0,0,1,0,0,0.04912280701754386,0.0,0.06315789473684211,0.7868852459016393,2,1
147,28,0,0,0,0,0,0.013513513513513514,0.0,0.0,0.7586206896551724,1,0
1668,367,0,0,2,1,3,0.03115638106650689,0.0,0.005991611743559017,0.4782608695652174,3,1
6697,1256,0,0,3,1,5,0.029561063003881755,0.0,0.006419826813974321,0.3731105807478122,4,1
375,81,0,0,0,0,0,0.07180851063829788,0.0,0.023936170212765957,0.6097560975609756,1,0
312,70,0,0,0,0,0,0.05750798722044728,0.0,0.03194888178913738,0.6901408450704225,0,0
438,99,0,0,4,0,0,0.05011389521640091,0.0,0.0,0.68,0,1
8421,1545,0,0,8,8,1,0.025884587983851817,0.0,0.008905248159582047,0.3576972833117723,4,1
544,54,1,0,0,0,0,0.26422018348623855,0.0,0.005504587155963303,0.8727272727272727,0,0
1511,250,2,0,1,11,0,0.1712962962962963,0.0,0.01521164021164021,0.6892430278884463,0,0
330,43,1,0,0,0,0,0.12084592145015106,0.0,0.07250755287009064,0.9318181818181818,0,0
5312,999,0,0,2,3,6,0.022397891963109356,0.0,0.009034443817052512,0.402,10,1
836,168,0,0,0,0,0,0.053763440860215055,0.0,0.0047789725209080045,0.6035502958579881,0,0
1499,270,0,0,0,0,0,0.021333333333333333,0.0,0.0,0.47232472324723246,0,0
3527,569,3,0,2,0,0,0.049886621315192746,0.0,0.011621315192743764,0.5368421052631579,1,0
492,47,1,0,7,1,0,0.3813387423935091,0.0,0.038539553752535496,0.9583333333333334,1,1
1022,127,2,0,11,0,8,0.176930596285435,0.0,0.03225806451612903,0.7578125,2,1
322,73,0,0,0,2,0,0.04953560371517028,0.0,0.015479876160990712,0.7162162162162162,0,1
1123,251,0,0,1,0,0,0.060498220640569395,0.0,0.05338078291814947,0.5674603174603174,0,0
297,46,0,0,0,0,0,0.06040268456375839,0.0,0.03355704697986577,0.8297872340425532,0,0
1278,264,0,0,5,0,0,0.035183737294761534,0.0,0.0109460516028147,0.5962264150943396,3,1
483,97,0,0,0,0,0,0.03512396694214876,0.0,0.024793388429752067,0.6530612244897959,0,0
685,73,2,0,1,0,0,0.23323615160349853,0.0,0.016034985422740525,0.8918918918918919,0,0
937,280,0,0,2,0,0,0.20575692963752665,0.0,0.0042643923240938165,0.28825622775800713,2,1
2288,363,0,0,5,2,0,0.06247269550021844,0.0,0.010921799912625601,0.6428571428571429,0,1
1875,341,0,0,0,0,0,0.053304904051172705,0.0,0.029850746268656716,0.49707602339181284,1,0
796,99,3,1,7,0,2,0.1932245922208281,0.0,0.07151819322459223,0.73,2,1
459,128,0,0,0,0,0,0.17173913043478262,0.0,0.041304347826086954,0.35658914728682173,0,1
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
4801,963,0,0,0,0,0,0.0424822990420658,0.0,0.0068721366097459395,0.41286307053941906,0,0
5247,912,0,0,0,0,0,0.036204268292682924,0.0,0.02972560975609756,0.4173055859802848,0,0
11572,2074,0,0,9,8,0,0.027909790028514646,0.0,0.004666033007863129,0.3397590361445783,30,1
1927,334,0,0,0,1,0,0.024896265560165973,0.0,0.007780082987551867,0.44477611940298506,0,0
1301,319,0,0,4,0,0,0.08218125960061444,0.0,0.04377880184331797,0.4375,0,0
3459,740,0,0,0,0,0,0.08034682080924856,0.0,0.06358381502890173,0.3508771929824561,0,0
5136,1110,0,0,1,0,5,0.0527545259879307,0.0,0.033677243527350596,0.38343834383438347,1,0
834,103,3,0,1,0,1,0.10419161676646707,0.0,0.06946107784431138,0.7980769230769231,0,0
662,113,0,0,2,0,0,0.04072398190045249,0.0,0.0,0.6842105263157895,0,1
2101,384,0,0,0,0,0,0.04281636536631779,0.0,0.042340627973358705,0.45454545454545453,0,0
1047,155,2,0,0,0,0,0.06965648854961833,0.0,0.0,0.7243589743589743,0,0
362,56,0,0,3,0,0,0.1763085399449036,0.0,0.005509641873278237,0.7017543859649122,2,1
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
195,19,1,0,0,0,0,0.1377551020408163,0.0,0.14795918367346939,0.95,2,0
1871,200,2,0,7,1,4,0.12126068376068376,0.0,0.0202991452991453,0.7512437810945274,4,1
899,163,0,0,0,0,0,0.028888888888888888,0.0,0.04,0.5975609756097561,0,0
10612,1989,0,0,7,14,6,0.02770187505889004,0.0,0.01413360972392349,0.3080402010050251,2,1
739,165,0,0,0,0,0,0.0445945945945946,0.0,0.00945945945945946,0.6867469879518072,0,1
1856,298,0,0,5,0,0,0.06408185245018848,0.0,0.009154550350026925,0.6688963210702341,7,1
1152,98,2,0,1,7,0,0.3018213356461405,0.0,0.06331309627059845,0.8080808080808081,1,0
528,61,2,0,0,0,0,0.17580340264650285,0.0,0.005671077504725898,0.9032258064516129,0,0
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
2932,428,5,0,9,0,0,0.10092055915444936,0.0,0.011933174224343675,0.6060606060606061,6,1
2743,496,0,0,0,0,0,0.047376093294460644,0.0,0.034256559766763846,0.4426559356136821,0,0
420,92,0,0,0,0,0,0.06175771971496437,0.0,0.0,0.7096774193548387,0,1
2039,409,0,0,2,0,1,0.03872549019607843,0.0,0.033823529411764704,0.44390243902439025,0,1
1009,225,0,0,0,0,0,0.05148514851485148,0.0,0.011881188118811881,0.6194690265486725,0,1
1097,305,0,0,2,0,0,0.15027322404371585,0.0,0.044626593806921674,0.35947712418300654,0,0
9313,1938,0,0,1,0,0,0.05078376637320163,0.0,0.0027914966716770452,0.3140794223826715,3,0
336,64,0,0,0,0,0,0.02373887240356083,0.0,0.0,0.7230769230769231,0,1
1321,201,0,0,6,0,1,0.03252647503782148,0.0,0.0015128593040847202,0.7920792079207921,0,1
904,189,0,0,2,0,6,0.049723756906077346,0.0,0.04419889502762431,0.6421052631578947,0,1
2090,479,0,0,0,0,0,0.05834528933524629,0.0,0.02773792443806791,0.4354166666666667,4,0
231,49,0,0,0,3,1,0.06465517241379311,0.0,0.0603448275862069,0.72,0,1
850,122,4,0,1,0,0,0.16686251468860164,0.0,0.009400705052878966,0.7642276422764228,1,0
2658,481,0,0,14,1,1,0.029710417450169238,0.0,0.019556224144415192,0.520746887966805,1,1
6692,1338,0,0,0,20,0,0.03974301509039295,0.0,0.035410129986553115,0.3816280806572069,6,0
541,86,1,0,0,0,0,0.09040590405904059,0.0,0.016605166051660517,0.8620689655172413,0,0
381,53,1,0,0,0,0,0.21465968586387435,0.0,0.007853403141361256,0.8518518518518519,0,0
1712,391,0,0,0,0,0,0.08756567425569177,0.0,0.017513134851138354,0.3596938775510204,2,0
66,12,0,0,0,0,0,0.029850746268656716,0.0,0.0,0.9230769230769231,0,0
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
449,75,1,0,0,0,0,0.12666666666666668,0.0,0.035555555555555556,0.881578947368421,0,0
1471,260,0,0,1,0,0,0.04008152173913043,0.0,0.009510869565217392,0.6934865900383141,1,1
230,52,0,0,0,2,0,0.0735930735930736,0.0,0.05194805194805195,0.5849056603773585,0,1
525,144,0,0,2,3,3,0.0741444866920152,0.0,0.03231939163498099,0.7448275862068966,0,1
1418,315,0,0,0,0,0,0.06906272022551092,0.0,0.016913319238900635,0.4208860759493671,0,0
8945,1686,0,0,5,0,0,0.029510395707578806,0.0,0.010283925776883524,0.34143449911084767,8,1
264,30,1,0,0,0,0,0.26037735849056604,0.0,0.0,0.9032258064516129,0,0
1621,191,0,0,4,0,0,0.16646115906288533,0.0,0.009864364981504316,0.578125,4,1
11539,2211,0,0,0,0,0,0.04410745233968804,0.0,0.023136915077989602,0.2906871609403255,1,0
2248,424,0,0,0,2,2,0.020008892841262782,0.0,0.008003557136505114,0.5294117647058824,5,1
53218,10577,0,0,0,49,16,0.039797816569270374,0.0,0.02190946842293166,0.1923804121762148,30,0
1960,394,0,0,0,0,0,0.05813360530341662,0.0,0.0239673635900051,0.46329113924050636,0,0
3,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
1222,257,0,0,2,1,0,0.05478331970564186,0.0,0.029435813573180702,0.5077519379844961,1,0
856,150,0,0,0,0,0,0.021003500583430573,0.0,0.038506417736289385,0.6887417218543046,0,0
463,85,0,0,1,0,1,0.021551724137931036,0.0,0.00646551724137931,0.8488372093023255,0,1
6139,1060,0,0,0,10,6,0.04820846905537459,0.0,0.009120521172638436,0.4297832233741753,8,1
957,203,0,0,0,0,0,0.04801670146137787,0.0,0.005219206680584551,0.6372549019607843,0,0
689,133,0,0,0,0,0,0.02318840579710145,0.0,0.007246376811594203,0.6791044776119403,0,0
507,84,0,0,0,0,0,0.03740157480314961,0.0,0.021653543307086614,0.7294117647058823,0,0
3648,688,0,0,0,0,0,0.02877500685119211,0.0,0.013154288846259249,0.32220609579100146,7,0
765,200,0,0,0,0,0,0.048302872062663184,0.0,0.15796344647519583,0.4079601990049751,1,0
3880,810,0,0,2,0,0,0.03530018036588508,0.0,0.006699304303014687,0.45745992601726265,0,1
1463,334,0,0,1,0,0,0.031420765027322405,0.0,0.0,0.49850746268656715,0,0
1816,376,0,0,0,0,0,0.056686846450192625,0.0,0.03742432581177765,0.41379310344827586,0,0
1531,205,6,0,29,0,0,0.19843342036553524,0.0,0.022193211488250653,0.6359223300970874,1,1
790,192,0,0,6,5,1,0.05309734513274336,0.0,0.03792667509481669,0.6373056994818653,0,1
2611,387,0,0,0,0,1,0.023736600306278714,0.0,0.002679938744257274,0.845360824742268,0,1
991,212,0,0,2,0,0,0.03225806451612903,0.0,0.004032258064516129,0.6431924882629108,0,1
619,86,0,0,0,0,0,0.03225806451612903,0.0,0.0,0.8160919540229885,2,1
648,139,0,0,0,0,0,0.03697996918335902,0.0,0.0,0.6071428571428571,0,0
1632,228,2,0,0,0,0,0.18738518064911205,0.0,0.014696876913655848,0.7336244541484717,0,0
483,103,0,0,0,0,1,0.05578512396694215,0.0,0.004132231404958678,0.7307692307692307,0,1
1126,153,3,0,0,2,0,0.064773735581189,0.0,0.0354924578527063,0.6558441558441559,1,1
16383,2738,0,0,26,19,4,0.05596923828125,0.0,0.01153564453125,0.3727637824023366,6,1
289,70,0,0,0,0,0,0.10344827586206896,0.0,0.12413793103448276,0.6338028169014085,0,0
283,63,0,0,0,0,0,0.09154929577464789,0.0,0.09154929577464789,0.53125,0,0
294,54,0,0,1,0,0,0.023728813559322035,0.0,0.0,0.7818181818181819,0,1
825,107,4,1,11,0,0,0.15617433414043583,0.0,0.1162227602905569,0.7962962962962963,1,1
3133,572,0,0,0,0,0,0.04499042756860242,0.0,0.009253350350989151,0.35602094240837695,0,0
440,34,5,0,1,0,0,0.16780045351473924,0.0,0.03854875283446712,0.9714285714285714,0,0
705,116,1,0,0,0,0,0.0708215297450425,0.0,0.00424929178470255,0.6923076923076923,0,0
401,113,0,0,0,0,0,0.15920398009950248,0.0,0.05970149253731343,0.3508771929824561,0,0
276,38,2,0,0,0,0,0.11552346570397112,0.0,0.02888086642599278,0.8461538461538461,0,0
4737,901,0,0,0,0,0,0.03123680878007598,0.0,0.005698607007176023,0.3991130820399113,2,0
204,16,2,0,0,0,0,0.15609756097560976,0.0,0.0,0.9411764705882353,0,0
3386,746,0,0,16,0,0,0.07528786536758193,0.0,0.006200177147918512,0.38420348058902276,1,1
562,119,0,0,0,0,0,0.03374777975133215,0.0,0.0,0.6083333333333333,0,0
9449,1094,3,0,1,10,6,0.05746031746031746,0.0,0.013756613756613757,0.5406392694063927,6,1
3750,820,0,0,0,0,0,0.08770994401492935,0.0,0.027992535323913624,0.35322777101096225,0,0
246,53,0,0,2,0,0,0.05263157894736842,0.0,0.012145748987854251,0.7777777777777778,0,1
1009,243,0,0,0,0,0,0.09306930693069307,0.0,0.03861386138613861,0.5040983606557377,0,0
71,18,0,0,1,0,0,0.08333333333333333,0.0,0.0,0.7894736842105263,0,1
18707,6613,0,0,0,0,0,0.28175112251443235,0.0,0.00881975625400898,0.07287571817357122,0,0
307,65,0,0,1,1,0,0.06168831168831169,0.0,0.022727272727272728,0.8181818181818182,2,1
2463,305,0,0,1,0,0,0.002029220779220779,0.0,0.0,0.9640522875816994,0,1
620,126,0,0,0,0,1,0.030595813204508857,0.0,0.00966183574879227,0.7007874015748031,1,1
7887,1366,0,0,0,1,0,0.06693711967545639,0.0,0.0038032454361054766,0.4425749817117776,0,0
510,73,1,0,0,0,0,0.046966731898238745,0.0,0.005870841487279843,0.7297297297297297,1,1
779,139,1,0,0,0,0,0.05,0.0,0.01282051282051282,0.7714285714285715,0,0
503,107,0,0,0,0,0,0.05555555555555555,0.0,0.07142857142857142,0.7129629629629629,0,0
2601,372,4,0,2,0,0,0.13220599538816294,0.0,0.011145272867025366,0.5683646112600537,1,0
871,129,1,0,0,0,0,0.15137614678899083,0.0,0.016055045871559634,0.6538461538461539,0,0
281,63,0,0,0,0,0,0.09219858156028368,0.0,0.0851063829787234,0.53125,0,0
378,91,0,0,4,2,0,0.0633245382585752,0.0,0.052770448548812667,0.6956521739130435,1,1
4227,731,1,0,0,0,0,0.05723746452223273,0.0,0.0011825922421948912,0.5710382513661202,1,0
1504,357,0,0,1,0,0,0.07308970099667775,0.0,0.04119601328903655,0.4581005586592179,1,0
495,99,0,0,3,0,0,0.02217741935483871,0.0,0.008064516129032258,0.63,0,0
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,0
3475,771,0,0,2,1,0,0.06846950517836593,0.0,0.028768699654775604,0.38341968911917096,3,0
852,178,0,0,2,0,0,0.04689331770222743,0.0,0.03048065650644783,0.6424581005586593,1,0
2402,355,2,0,2,7,0,0.11485642946317104,0.0,0.006242197253433208,0.648876404494382,0,0
2109,377,0,0,0,2,0,0.024644549763033177,0.0,0.0071090047393364926,0.582010582010582,1,1
1113,241,0,0,0,0,0,0.0421903052064632,0.0,0.0,0.49586776859504134,0,0
7625,1497,0,0,0,0,0,0.06412273800157356,0.0,0.016391292945187517,0.32777036048064084,0,0
153,12,2,0,0,0,0,0.14285714285714285,0.0,0.0,0.9230769230769231,0,0
2106,442,0,0,8,2,0,0.04983388704318937,0.0,0.030374940673943997,0.5349887133182845,2,1
2422,521,0,0,0,0,0,0.0520016508460586,0.0,0.01361947998349154,0.3716475095785441,0,0
1001,98,3,1,2,0,2,0.1157684630738523,0.0,0.03293413173652695,0.7272727272727273,1,1
1223,199,0,0,0,0,0,0.07352941176470588,0.0,0.0008169934640522876,0.745,0,0
423,62,1,0,0,0,0,0.13443396226415094,0.0,0.0,0.8412698412698413,0,0
524,73,0,0,0,0,0,0.011428571428571429,0.0,0.0,0.9054054054054054,0,1
2209,506,0,0,0,0,0,0.0665158371040724,0.0,0.03167420814479638,0.41420118343195267,4,0
130,29,0,0,0,0,0,0.03816793893129771,0.0,0.007633587786259542,0.8666666666666667,2,1
159,30,0,0,0,0,0,0.03125,0.0,0.0625,0.8064516129032258,0,0
173,45,0,0,0,1,0,0.08045977011494253,0.0,0.022988505747126436,0.8260869565217391,0,1
426,98,0,0,1,0,0,0.0468384074941452,0.0,0.0468384074941452,0.7373737373737373,0,0
942,163,0,0,7,4,1,0.1792152704135737,0.0,0.03923647932131495,0.6402439024390244,0,1
1144,164,1,0,0,0,0,0.06375545851528384,0.0,0.02445414847161572,0.7818181818181819,0,0
1339,273,0,0,33,0,0,0.06716417910447761,0.0,0.03880597014925373,0.1897810218978102,0,0
399,69,0,0,0,0,0,0.015,0.0,0.0,0.8714285714285714,0,1
1211,263,0,0,0,0,0,0.04455445544554455,0.0,0.009900990099009901,0.6212121212121212,0,1
5036,1264,0,0,7,0,1,0.10601548540798095,0.0,0.012507444907683145,0.28221343873517785,3,1
4004,510,2,0,14,7,0,0.09812734082397004,0.0,0.010237203495630462,0.6105675146771037,0,1
324,60,0,0,1,0,0,0.012307692307692308,0.0,0.006153846153846154,0.9508196721311475,0,1
612,114,0,0,0,0,0,0.04404567699836868,0.0,0.02773246329526917,0.7304347826086957,0,0
2417,380,1,0,0,1,2,0.04631927212572374,0.0,0.017783291976840365,0.6167979002624672,0,0
552,93,0,0,4,0,0,0.05063291139240506,0.0,0.007233273056057866,0.7659574468085106,2,1
2255,377,3,0,4,10,0,0.10948581560283688,0.0,0.02304964539007092,0.5634920634920635,0,1
598,146,0,0,0,0,0,0.041736227045075125,0.0,0.00667779632721202,0.6122448979591837,1,1
964,157,1,0,0,0,0,0.20829015544041452,0.0,0.035233160621761656,0.7848101265822784,0,0
915,181,0,0,1,0,0,0.03165938864628821,0.0,0.002183406113537118,0.5879120879120879,2,1
4004,797,0,0,0,0,0,0.06791510611735331,0.0,0.010736579275905118,0.36967418546365916,1,0
802,169,0,0,4,0,2,0.0448318804483188,0.0,0.0062266500622665,0.6529411764705882,0,1
18,2,0,0,0,0,0,0.0,0.0,0.0,0.6666666666666666,0,1
474,40,2,0,2,0,0,0.3136842105263158,0.0,0.021052631578947368,0.975609756097561,0,0
99,6,1,0,0,0,0,0.23,0.0,0.3,0.8571428571428571,1,0
146,27,0,0,0,0,0,0.04081632653061224,0.0,0.0,0.75,0,0
482,57,1,0,1,0,0,0.2194616977225673,0.0,0.037267080745341616,0.6896551724137931,0,0
1523,359,0,0,0,1,0,0.06955380577427822,0.0,0.024278215223097113,0.4361111111111111,0,0
3551,481,0,0,12,7,0,0.07038288288288289,0.0,0.011542792792792793,0.6037344398340249,0,1
225,49,0,0,0,0,0,0.035398230088495575,0.0,0.030973451327433628,0.76,0,0
2373,387,1,0,8,0,0,0.07666385846672283,0.0,0.004212299915754001,0.6288659793814433,0,0
328,66,0,0,0,0,0,0.03343465045592705,0.0,0.030395136778115502,0.7164179104477612,2,0
532,83,1,0,1,0,0,0.08818011257035648,0.0,0.06191369606003752,0.8571428571428571,0,0
118,10,0,0,0,0,0,0.11764705882352941,0.0,0.0,0.9090909090909091,0,0
2904,527,0,0,0,0,0,0.022719449225473323,0.0,0.004819277108433735,0.5189393939393939,1,1
808,145,0,0,0,0,0,0.022249690976514216,0.0,0.012360939431396786,0.6301369863013698,0,0
79,15,0,0,1,0,0,0.025,0.0,0.0,0.875,0,1
176,40,0,0,0,0,0,0.05084745762711865,0.0,0.0847457627118644,0.7073170731707317,0,0
530,64,1,0,2,0,0,0.160075329566855,0.0,0.018832391713747645,0.8923076923076924,0,0
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,0
532,99,0,0,0,13,1,0.0375234521575985,0.0,0.10131332082551595,0.52,0,1
483,95,0,0,0,3,0,0.030991735537190084,0.0,0.01859504132231405,0.6770833333333334,0,0
145,39,0,0,1,0,1,0.0684931506849315,0.0,0.0136986301369863,0.925,0,1
5197,621,2,0,7,0,1,0.13370527125817622,0.0,0.01904578684109273,0.5418006430868167,5,1
65,11,0,0,0,0,0,0.0,0.0,0.0,0.8333333333333334,0,1
230,53,0,0,0,0,0,0.03463203463203463,0.0,0.0,0.7592592592592593,0,1
2366,454,0,0,0,4,4,0.019856358259400086,0.0,0.0076045627376425855,0.4153846153846154,6,1
646,114,0,0,0,0,0,0.04482225656877898,0.0,0.00927357032457496,0.6782608695652174,0,0
802,167,0,0,0,0,0,0.062266500622665005,0.0,0.037359900373599,0.5952380952380952,0,0
523,110,0,0,6,0,0,0.03816793893129771,0.0,0.003816793893129771,0.6306306306306306,2,1
1402,270,0,0,0,0,0,0.03136136849607983,0.0,0.017106200997861726,0.46863468634686345,0,0
12673,2010,5,0,10,2,2,0.07282625848193151,0.0,0.017595076534637842,0.4435604177026355,4,0
347,67,0,0,0,0,0,0.03735632183908046,0.0,0.0,0.8088235294117647,0,1
1754,435,0,0,1,0,0,0.09971509971509972,0.0,0.035327635327635325,0.3623853211009174,1,0
3057,622,0,0,0,3,2,0.038914323086984955,0.0,0.01209941137998692,0.43980738362760835,8,1
3870,686,0,0,4,3,1,0.02970808576595195,0.0,0.018083182640144666,0.4745269286754003,7,1
400,68,0,0,0,0,1,0.00997506234413965,0.0,0.007481296758104738,0.927536231884058,0,1
1653,289,0,0,0,2,0,0.036275695284159616,0.0,0.030229746070133012,0.5896551724137931,0,0
1992,391,0,0,0,0,0,0.04616156547917712,0.0,0.05820371299548419,0.47959183673469385,0,0
1036,211,0,0,0,0,0,0.052073288331726135,0.0,0.026036644165863067,0.6509433962264151,0,0
2145,464,0,0,0,0,0,0.041472506989748366,0.0,0.011183597390493943,0.45806451612903226,0,0
871,94,5,0,1,0,0,0.22018348623853212,0.0,0.03669724770642202,0.8842105263157894,0,0
122,20,0,0,0,0,0,0.08943089430894309,0.0,0.056910569105691054,0.9047619047619048,2,1
1169,198,1,0,0,0,0,0.13162393162393163,0.0,0.021367521367521368,0.6834170854271356,0,0
1791,291,2,0,0,0,0,0.171875,0.0,0.016741071428571428,0.5205479452054794,0,0
2603,479,0,0,0,0,0,0.03379416282642089,0.0,0.0019201228878648233,0.46458333333333335,1,0
289,64,0,0,0,0,0,0.04827586206896552,0.0,0.06551724137931035,0.7384615384615385,0,0
151,34,0,0,1,0,0,0.046052631578947366,0.0,0.0,0.8,0,1
1670,414,0,0,0,0,0,0.13883901855176542,0.0,0.043686415320167565,0.3469879518072289,0,0
502,110,0,0,6,0,0,0.04970178926441352,0.0,0.015904572564612324,0.7117117117117117,0,1
4346,829,0,0,3,2,2,0.03450655624568668,0.0,0.006671267540832759,0.4506024096385542,0,1
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
610,63,6,0,2,0,2,0.14566284779050737,0.0,0.08346972176759411,0.890625,5,1
512,92,0,0,5,0,0,0.06627680311890838,0.0,0.0,0.5913978494623656,0,1
3244,612,0,0,1,2,0,0.031124807395993836,0.0,0.01078582434514638,0.5106035889070146,0,1
2364,490,0,0,4,1,0,0.046511627906976744,0.0,0.040169133192389,0.560081466395112,1,1
2026,329,0,0,0,0,0,0.05525407005426739,0.0,0.0,0.5969696969696969,1,0
210,46,0,0,1,0,0,0.037914691943127965,0.0,0.009478672985781991,0.8297872340425532,0,1
1107,149,0,0,3,0,1,0.008122743682310469,0.0,0.0018050541516245488,0.94,1,1
378,45,0,0,0,0,0,0.002638522427440633,0.0,0.0,0.9565217391304348,0,1
416,93,0,0,2,0,0,0.05275779376498801,0.0,0.009592326139088728,0.6808510638297872,0,0
1099,210,0,0,0,0,0,0.031818181818181815,0.0,0.0036363636363636364,0.6824644549763034,0,1
502,108,0,0,3,0,0,0.0636182902584493,0.0,0.007952286282306162,0.6697247706422018,1,1
4240,824,0,0,0,6,0,0.0516387644423485,0.0,0.048337656213157276,0.4012121212121212,0,0
251,56,0,0,0,0,0,0.051587301587301584,0.0,0.007936507936507936,0.7017543859649122,0,0
620,119,0,0,1,0,0,0.017713365539452495,0.0,0.0,0.6333333333333333,0,0
281,23,4,0,1,0,0,0.1879432624113475,0.0,0.07801418439716312,0.9583333333333334,0,0
864,147,0,0,6,0,0,0.012716763005780347,0.0,0.012716763005780347,0.7702702702702703,2,1
293,55,0,0,0,0,1,0.027210884353741496,0.0,0.01020408163265306,0.8214285714285714,0,1
1726,275,0,0,1,5,0,0.09148812970469021,0.0,0.01795020266357846,0.6992753623188406,0,1
486,99,0,0,0,2,0,0.045174537987679675,0.0,0.018480492813141684,0.71,0,1
3184,574,0,0,0,0,0,0.0631083202511774,0.0,0.0260596546310832,0.40695652173913044,0,0
1388,434,0,0,2,2,0,0.19870410367170627,0.0,0.005759539236861051,0.25057471264367814,0,1
541,108,0,0,3,0,0,0.03136531365313653,0.0,0.023985239852398525,0.7431192660550459,0,1
520,85,0,0,0,0,0,0.04030710172744722,0.0,0.019193857965451054,0.7790697674418605,0,0
599,133,0,0,0,0,0,0.04666666666666667,0.0,0.011666666666666667,0.5970149253731343,0,1
3,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,1
1819,244,1,0,1,0,1,0.06263736263736264,0.0,0.008791208791208791,0.710204081632653,1,0
949,142,2,0,0,0,0,0.07684210526315789,0.0,0.002105263157894737,0.6643356643356644,0,0
5,1,0,0,0,0,0,0.0,0.0,0.0,0.5,0,0
3993,612,0,0,22,6,6,0.044817225838758135,0.0,0.04131196795192789,0.5840130505709625,4,1
1050,200,0,0,0,0,0,0.02759276879162702,0.0,0.003805899143672693,0.5422885572139303,0,0
6103,923,9,0,0,0,0,0.15727391874180865,0.0,0.010321100917431193,0.4383116883116883,2,0
1663,368,0,0,19,1,0,0.056490384615384616,0.0,0.01141826923076923,0.47696476964769646,0,1
675,134,0,0,0,0,0,0.03550295857988166,0.0,0.010355029585798817,0.6888888888888889,0,0
570,98,0,0,0,0,0,0.05604203152364273,0.0,0.021015761821366025,0.8282828282828283,0,0
4421,894,0,0,2,0,0,0.04115784712799638,0.0,0.0006784260515603799,0.4111731843575419,0,0
533,120,0,0,0,0,0,0.06741573033707865,0.0,0.1104868913857678,0.5206611570247934,0,0
1337,260,0,0,0,0,0,0.04484304932735426,0.0,0.033632286995515695,0.5440613026819924,1,0
1462,364,0,0,0,0,0,0.14559125085440874,0.0,0.04237867395762133,0.35342465753424657,0,0
1759,305,0,0,0,0,0,0.03125,0.0,0.030113636363636363,0.5098039215686274,0,0
1983,451,0,0,2,1,0,0.04485887096774194,0.0,0.028225806451612902,0.3915929203539823,0,0
3053,632,0,0,0,2,2,0.025867714472822528,0.0,0.019646365422396856,0.4218009478672986,7,1
1332,266,0,0,0,0,0,0.037509377344336084,0.0,0.0037509377344336083,0.5355805243445693,1,0
67,16,0,0,0,0,0,0.058823529411764705,0.0,0.16176470588235295,0.8235294117647058,0,0
5678,1073,0,0,0,0,0,0.051769677760169046,0.0,0.012150026413100899,0.3808193668528864,0,0
537,99,0,0,0,0,0,0.016728624535315983,0.0,0.0018587360594795538,0.66,0,0
203,15,2,0,1,0,0,0.20588235294117646,0.0,0.19607843137254902,0.9375,0,0
889,191,0,0,0,0,0,0.060674157303370786,0.0,0.04157303370786517,0.5572916666666666,3,1
1168,192,1,0,3,0,0,0.12917023096663816,0.0,0.02737382378100941,0.6580310880829016,4,0
2578,530,0,0,5,2,0,0.04265219077161691,0.0,0.030244280728964713,0.5065913370998116,1,1
1423,258,0,0,0,0,0,0.02598314606741573,0.0,0.027387640449438203,0.528957528957529,0,0
418,63,0,0,3,0,0,0.0405727923627685,0.0,0.00954653937947494,0.765625,1,1
2870,537,0,0,4,9,4,0.042842215256008356,0.0,0.04528039010797631,0.4275092936802974,1,1
1133,237,0,0,1,0,0,0.036155202821869487,0.0,0.010582010582010581,0.5042016806722689,0,0
753,108,1,0,0,0,0,0.09946949602122016,0.0,0.021220159151193633,0.7981651376146789,0,0
201,23,1,0,0,0,0,0.0891089108910891,0.0,0.0594059405940594,0.9583333333333334,1,0
705,137,1,0,2,0,0,0.09490084985835694,0.0,0.019830028328611898,0.7101449275362319,0,0
