length,num_words,num_urls,suspicious_words,special_char_ratio,label
2397,592,0,0,0.11175979983319433,0
692,131,0,1,0.01875901875901876,1
4173,621,2,0,0.06923814087206516,0
1975,295,1,1,0.06578947368421052,1
939,247,0,0,0.11702127659574468,0
598,170,0,0,0.1302170283806344,0
155,39,0,0,0.07692307692307693,1
4070,853,0,0,0.05502333578973225,0
4763,1145,0,9,0.095088161209068,1
1578,225,4,0,0.09563014566181127,0
690,88,2,0,0.2170767004341534,0
925,173,0,1,0.028077753779697623,1
330,43,1,0,0.09365558912386707,0
1085,304,0,0,0.12062615101289134,0
1805,447,0,0,0.08527131782945736,0
3522,682,0,1,0.021856372409877946,1
5,1,0,0,0.0,1
391,68,0,0,0.10459183673469388,0
399,95,0,0,0.08,1
5,1,0,0,0.0,0
494,82,1,0,0.07878787878787878,0
854,113,1,0,0.03859649122807018,1
1704,348,0,0,0.04164222873900293,1
534,114,0,0,0.05420560747663551,1
457,59,1,0,0.08733624454148471,1
2180,271,1,0,0.051811095827602016,1
705,106,0,0,0.05240793201133145,1
1177,209,0,0,0.03904923599320883,0
2801,291,10,0,0.21591720199857245,0
5,1,0,0,0.0,1
2640,278,12,0,0.23324498296099963,0
154,34,0,0,0.03225806451612903,0
8643,1575,0,2,0.03158260064784822,1
858,128,0,0,0.06053550640279395,1
1007,191,0,1,0.09027777777777778,1
401,95,0,0,0.06965174129353234,1
2270,492,0,0,0.06252752091589608,0
639,137,0,0,0.0609375,1
261,30,1,0,0.10305343511450382,0
2658,630,0,0,0.07634449040992855,0
477,101,0,0,0.0397489539748954,1
2129,480,0,1,0.0863849765258216,0
103893,20004,0,54,0.030877625271911756,0
4737,828,0,0,0.03355846348670325,0
1043,157,1,1,0.08620689655172414,0
1106,131,3,0,0.07136404697380307,1
507,119,0,2,0.07086614173228346,1
2878,657,0,0,0.0656477943730462,0
359,82,0,0,0.05277777777777778,1
324,73,0,0,0.04923076923076923,1
437,77,0,5,0.0182648401826484,1
452,75,0,0,0.019867549668874173,1
5,1,0,0,0.0,1
1245,318,0,0,0.10192616372391654,0
838,238,0,0,0.10607866507747318,1
2552,491,0,0,0.04661182922052487,0
2873,556,0,5,0.020180932498260265,1
397,87,0,0,0.035175879396984924,1
7025,1264,0,2,0.03017364076288073,1
341,49,0,0,0.011695906432748537,1
92,20,0,0,0.053763440860215055,1
796,99,3,0,0.191969887076537,1
381,55,1,0,0.10209424083769633,0
81,19,0,0,0.024390243902439025,0
619,46,2,0,0.2725806451612903,0
3593,738,0,0,0.04201446855870896,0
320,39,1,0,0.2772585669781931,0
1130,180,3,0,0.10079575596816977,0
733,111,1,0,0.15258855585831063,0
688,71,3,0,0.274310595065312,0
1492,237,4,0,0.1058271935699933,0
3486,706,0,0,0.025810151993117293,1
1936,382,0,1,0.02942694889003614,1
2280,480,0,9,0.0263042525208242,1
269,60,0,0,0.040740740740740744,1
865,126,1,0,0.14434180138568128,0
602,76,2,0,0.1890547263681592,0
255,45,0,0,0.015625,0
541,136,0,0,0.11254612546125461,0
598,98,1,0,0.10851419031719532,0
3862,719,0,4,0.0437483820864613,0
413,130,0,0,0.25120772946859904,1
9348,2346,0,0,0.10910257781580918,0
2396,533,0,0,0.056320400500625784,0
404,44,4,0,0.145679012345679,0
1651,246,1,0,0.16707021791767554,0
749,208,0,0,0.16,1
153,35,0,0,0.032467532467532464,0
1783,347,0,0,0.04484304932735426,0
2093,467,0,0,0.08357211079274117,0
423,86,0,0,0.0589622641509434,0
762,148,0,0,0.09174311926605505,0
903,158,0,0,0.04092920353982301,0
1359,188,2,0,0.22573529411764706,0
168,38,0,0,0.05917159763313609,0
1172,100,2,0,0.30775788576300084,0
935,94,2,0,0.11004273504273504,1
2292,257,7,0,0.23157435673789795,0
1814,231,0,0,0.07713498622589532,1
1302,223,1,0,0.052954719877206444,0
1951,406,0,0,0.05584016393442623,0
4585,922,0,0,0.042302660270388134,0
521,100,0,0,0.02681992337164751,1
3672,681,0,0,0.03430438333787095,0
521,100,0,0,0.02681992337164751,1
13572,2222,7,5,0.07338097693951226,0
1221,278,0,0,0.058919803600654665,1
1047,159,3,0,0.05343511450381679,1
269,25,2,0,0.17037037037037037,0
1888,533,0,1,0.10799364743250398,0
982,73,3,0,0.28484231943031535,0
5,1,0,0,0.0,1
2055,556,0,0,0.14494163424124515,0
1230,181,2,0,0.08204711616571893,1
5,1,0,0,0.0,1
239,51,0,0,0.025,0
285,53,0,0,0.07692307692307693,0
1593,373,0,0,0.0740276035131744,0
1757,335,0,0,0.03583617747440273,0
1084,221,0,0,0.03225806451612903,0
1216,307,0,0,0.11832374691865243,1
711,162,0,1,0.04915730337078652,0
154,28,0,0,0.05806451612903226,0
1082,167,2,0,0.07756232686980609,0
625,112,1,0,0.10223642172523961,0
2939,555,0,4,0.02040816326530612,1
4754,1040,0,1,0.08601472134595163,0
291,44,0,0,0.0136986301369863,1
2571,500,0,0,0.052488335925349926,0
9448,1514,5,2,0.07789184040639222,0
4998,1075,0,0,0.04440888177635527,0
107,22,0,0,0.027777777777777776,1
633,92,1,0,0.17350157728706625,0
2651,560,0,0,0.04110105580693816,0
1403,257,1,1,0.06552706552706553,0
630,131,0,0,0.04595879556259905,1
1383,199,2,0,0.06213872832369942,0
1083,131,2,0,0.1706642066420664,0
393,69,0,0,0.015228426395939087,1
8122,1973,0,0,0.08642127292872091,1
999,157,1,0,0.07,0
4910,1213,0,1,0.14803502341681937,0
5,1,0,0,0.0,1
1144,206,1,0,0.08471615720524017,0
5,1,0,0,0.0,1
135,26,0,0,0.04411764705882353,1
4464,256,3,1,0.1858902575587906,0
641,137,0,0,0.06074766355140187,1
1459,327,0,0,0.09315068493150686,1
1538,310,0,0,0.025341130604288498,0
719,104,1,0,0.15555555555555556,0
1033,216,0,1,0.029013539651837523,0
637,65,5,0,0.1865203761755486,1
155,26,0,0,0.019230769230769232,0
1162,153,3,0,0.16852966466036112,0
1479,300,0,0,0.03513513513513514,0
3640,619,4,0,0.04476792090085142,0
1598,329,0,1,0.043777360850531584,0
2475,573,0,0,0.09773828756058159,0
266,50,0,0,0.011235955056179775,0
2527,562,0,0,0.061708860759493674,0
392,79,0,0,0.02544529262086514,0
1044,119,0,0,0.05071770334928229,1
1978,567,0,0,0.07781707933299646,1
178,44,0,0,0.0670391061452514,0
305,71,0,0,0.05555555555555555,1
2468,355,4,0,0.12110166059133252,1
793,181,0,0,0.08060453400503778,0
302,73,0,0,0.07920792079207921,1
3281,837,0,0,0.11882998171846434,1
875,201,0,0,0.09474885844748858,0
1352,295,0,0,0.0598669623059867,0
337,75,0,1,0.023668639053254437,0
2146,382,0,0,0.040055891942244994,0
1204,383,0,0,0.208298755186722,1
2907,554,0,7,0.023383768913342505,1
392,73,0,0,0.022900763358778626,0
1548,256,0,0,0.02646868947708199,0
364,35,4,0,0.1643835616438356,0
503,76,1,0,0.12896825396825398,0
2846,417,3,0,0.0867579908675799,0
275,50,0,0,0.021739130434782608,0
428,94,0,0,0.027972027972027972,1
2916,535,0,0,0.03942406582104902,0
306,69,0,0,0.05537459283387622,1
872,227,0,0,0.13974799541809851,1
570,114,0,0,0.014010507880910683,0
1654,335,0,0,0.06163141993957704,0
2093,447,0,3,0.05635148042024833,0
354,87,0,0,0.08732394366197183,1
2558,444,2,0,0.06643220007815553,0
109,30,0,0,0.12727272727272726,1
889,68,1,0,0.18651685393258427,0
2884,433,5,1,0.09566724436741768,0
152,12,1,0,0.17647058823529413,0
5,1,0,0,0.0,1
3496,720,0,0,0.08264226479839863,0
84,22,0,0,0.08235294117647059,0
19059,3366,0,2,0.029905561385099685,1
1041,218,0,0,0.030710172744721688,1
51,11,0,0,0.038461538461538464,1
12692,2484,0,1,0.04671866383045773,0
1224,242,0,0,0.030204081632653063,0
2160,389,0,0,0.02313743637204998,0
758,146,0,1,0.11067193675889328,0
834,148,0,0,0.015568862275449102,1
2376,533,0,0,0.05805637358014304,0
655,122,0,0,0.028963414634146343,1
165,37,0,0,0.04216867469879518,1
362,84,0,0,0.05509641873278237,1
8009,1522,0,0,0.03445692883895131,1
283,43,1,0,0.11267605633802817,0
1050,174,1,0,0.08658420551855375,0
585,154,0,0,0.22525597269624573,1
5,1,0,0,0.0,0
355,81,0,0,0.033707865168539325,0
720,141,0,0,0.044382801664355064,0
305,62,0,0,0.058823529411764705,0
390,84,0,0,0.07672634271099744,0
322,85,0,0,0.11764705882352941,1
2616,473,0,0,0.019870080244554833,0
2608,333,4,1,0.24952088922958987,1
13008,1872,8,3,0.03981858713198555,0
2555,354,4,0,0.1729264475743349,0
2061,468,0,1,0.05286129970902037,0
194,44,0,0,0.041025641025641026,0
1137,210,0,0,0.03163444639718805,1
4975,1003,0,0,0.07254823151125402,0
9804,3122,0,0,0.21580826109127996,1
799,170,0,0,0.06625,0
12100,2854,0,3,0.10941244525245847,0
544,125,0,0,0.06605504587155964,1
291,58,0,0,0.03767123287671233,0
1317,113,3,0,0.2276176024279211,0
1373,339,0,0,0.08442503639010189,1
2838,402,3,1,0.08171891511095457,1
1951,503,0,0,0.09579918032786885,0
902,229,0,0,0.07641196013289037,1
163,7,2,0,0.22560975609756098,0
2279,341,1,0,0.08201754385964913,0
560,125,0,0,0.06060606060606061,0
4024,725,0,2,0.03875776397515528,1
4560,876,0,0,0.04955053716290287,0
472,95,0,0,0.03382663847780127,0
1887,336,1,0,0.05985169491525424,0
2014,294,1,0,0.10471464019851116,0
1015,225,0,0,0.03937007874015748,0
8208,1578,0,0,0.040199780728468755,0
2720,383,6,3,0.1492098493201029,1
368,86,0,0,0.07317073170731707,1
1304,213,1,1,0.28045977011494255,1
9736,2050,0,6,0.055355859094176854,0
334,60,0,0,0.023880597014925373,0
533,123,0,0,0.07116104868913857,1
2464,494,0,0,0.1026369168356998,0
1148,240,0,0,0.044386422976501305,0
124,33,0,0,0.072,0
97,22,0,0,0.061224489795918366,1
1912,363,0,0,0.043387349712493466,0
1132,161,1,0,0.15357458075904679,0
872,106,3,0,0.10996563573883161,0
382,107,0,0,0.1462140992167102,1
465,78,0,0,0.04935622317596566,1
5,1,0,0,0.0,0
172,32,0,0,0.046242774566473986,1
743,207,0,0,0.16129032258064516,1
1161,299,0,0,0.08950086058519793,0
2304,630,0,0,0.09501084598698481,0
397,129,0,0,0.19095477386934673,0
45,10,0,0,0.043478260869565216,0
212,40,0,1,0.009389671361502348,1
2937,731,0,0,0.09121851599727705,0
1553,334,0,1,0.05019305019305019,0
766,98,2,0,0.18513689700130379,1
827,187,0,0,0.05555555555555555,0
134,31,0,0,0.044444444444444446,0
5989,1040,1,0,0.05358931552587646,0
6839,1265,0,2,0.031578947368421054,1
5,1,0,0,0.0,1
476,133,0,0,0.14675052410901468,0
671,128,0,0,0.052083333333333336,0
1048,229,0,0,0.06387035271687322,1
977,164,1,0,0.18098159509202455,1
1169,212,0,0,0.03247863247863248,1
383,77,0,0,0.049479166666666664,1
2145,613,0,0,0.16635601118359739,1
582,120,0,0,0.030874785591766724,0
566,58,2,0,0.25396825396825395,0
1637,338,0,0,0.06715506715506715,0
146,36,0,0,0.061224489795918366,0
1716,287,0,0,0.0203843913803145,1
2155,437,0,0,0.0663265306122449,0
436,65,0,0,0.043478260869565216,1
16589,2304,0,0,0.12712477396021699,1
331,74,0,0,0.045180722891566265,1
127,23,0,0,0.03125,0
154,28,0,0,0.05806451612903226,0
1376,308,0,0,0.08641975308641975,0
1517,172,2,0,0.14097496706192358,1
663,139,0,0,0.06475903614457831,1
449,107,0,0,0.05555555555555555,1
971,181,1,0,0.10493827160493827,0
2133,352,6,0,0.15089034676663543,0
1200,275,0,0,0.04746044962531224,0
468,47,4,0,0.16204690831556504,0
608,114,0,0,0.031198686371100164,0
690,117,0,0,0.06801736613603473,0
2832,561,0,0,0.04129897635015884,1
1756,227,5,0,0.093340922026181,0
1257,208,0,0,0.06120826709062003,0
636,140,0,0,0.03139717425431711,0
436,101,0,1,0.05263157894736842,1
81,17,0,0,0.036585365853658534,0
1813,401,0,0,0.05512679162072767,0
106,26,0,0,0.07476635514018691,0
3288,654,0,0,0.033444816053511704,1
248,30,1,0,0.13654618473895583,0
310,75,0,0,0.03858520900321544,0
1349,313,0,0,0.05185185185185185,0
882,232,0,0,0.1392978482446206,1
252,26,0,0,0.0,1
448,79,0,0,0.0378619153674833,1
855,136,0,3,0.017523364485981307,0
414,81,0,0,0.043373493975903614,0
384,90,0,0,0.07012987012987013,1
1340,273,0,0,0.06711409395973154,0
424,86,0,1,0.05411764705882353,1
4171,949,0,1,0.06735378715244487,0
257,68,0,0,0.12015503875968993,0
240,45,0,0,0.03319502074688797,0
382,74,0,0,0.04177545691906005,1
3,1,0,0,0.0,1
685,156,0,0,0.056851311953352766,1
2735,560,0,0,0.04678362573099415,0
1259,354,0,0,0.14523809523809525,0
406,53,0,0,0.0171990171990172,1
1459,209,1,0,0.06438356164383562,0
158,32,0,0,0.031446540880503145,0
242,51,0,0,0.02880658436213992,0
736,158,0,0,0.0407055630936228,0
1120,281,0,0,0.10883140053523639,0
230,26,1,0,0.12121212121212122,0
1102,280,0,0,0.0815956482320943,0
7455,1442,0,0,0.040638412017167384,1
512,89,0,0,0.023391812865497075,1
570,109,0,0,0.03327495621716287,0
277,63,0,0,0.09352517985611511,0
495,137,0,0,0.11290322580645161,1
1528,202,0,0,0.08240680183126227,1
33,11,0,0,0.23529411764705882,0
453,97,0,0,0.02643171806167401,0
344,47,1,0,0.23768115942028986,0
2506,398,2,1,0.06422018348623854,0
446,82,0,0,0.02237136465324385,1
908,232,0,0,0.13641364136413642,1
932,115,4,0,0.14683815648445875,1
735,154,0,0,0.058423913043478264,0
1881,345,1,0,0.07545164718384698,0
2761,631,0,1,0.06046343229543809,0
1986,269,4,0,0.15047810770005032,1
14332,3388,0,1,0.08274611037465987,0
2165,351,0,0,0.07063711911357341,0
496,108,0,0,0.06237424547283702,1
1605,389,0,0,0.11270236612702367,0
1773,300,0,1,0.023111612175873732,0
333,78,0,0,0.041916167664670656,1
13289,2267,0,0,0.024454477050413845,1
223,51,0,0,0.05357142857142857,1
964,238,0,0,0.07979274611398963,1
1100,185,0,0,0.12170753860127158,1
431,104,0,1,0.05787037037037037,1
1604,257,1,1,0.07476635514018691,0
2360,542,0,0,0.0652265988987717,0
395,44,1,0,0.1919191919191919,0
389,105,0,0,0.1,0
1023,189,0,0,0.029296875,1
5,1,0,0,0.0,0
174,19,1,0,0.14285714285714285,0
653,138,0,0,0.024464831804281346,0
1700,350,0,0,0.042915931804820694,1
641,82,2,0,0.19158878504672897,0
747,108,2,0,0.13903743315508021,0
2192,379,0,1,0.04879160966712266,0
672,164,0,1,0.11589895988112928,0
197,50,0,0,0.10101010101010101,0
16672,2780,0,4,0.055958735680441435,1
939,202,0,0,0.05,1
67,12,0,0,0.029411764705882353,0
1297,313,0,0,0.0724191063174114,0
109,24,0,0,0.05454545454545454,0
872,144,1,0,0.06643757159221077,0
5,1,0,0,0.0,1
283,63,0,0,0.09154929577464789,0
664,68,2,0,0.3774436090225564,0
338,76,0,0,0.07079646017699115,1
1603,294,0,8,0.0399002493765586,1
1436,324,0,0,0.0953375086986778,1
1212,265,0,0,0.0651277823577906,0
1436,291,0,0,0.03479471120389701,0
6825,1392,0,0,0.037064166422502196,0
428,94,0,0,0.027972027972027972,1
1478,269,0,0,0.04259634888438134,0
17437,3614,0,0,0.0724280307374699,0
308,72,0,0,0.07766990291262135,1
6063,681,1,0,0.1386873350923483,1
1209,131,4,0,0.2578512396694215,0
2048,385,0,0,0.02537823328452904,0
184,40,0,0,0.021621621621621623,0
67,16,0,0,0.058823529411764705,0
2251,395,3,0,0.14742451154529307,0
1217,280,0,0,0.06568144499178982,0
2343,507,0,2,0.05674061433447099,1
300,72,0,0,0.07973421926910298,1
1607,190,0,0,0.16791044776119404,1
445,83,0,0,0.03139013452914798,1
2405,476,1,0,0.10224438902743142,0
2091,411,0,2,0.028680688336520075,1
694,155,0,0,0.050359712230215826,0
2658,426,0,0,0.11094396389620158,0
423,138,0,0,0.1957547169811321,0
308,43,1,0,0.0970873786407767,0
2573,405,4,0,0.06060606060606061,0
304,71,0,0,0.05573770491803279,1
13567,2871,0,0,0.08623231132075472,0
1765,375,0,0,0.0492638731596829,0
2398,560,0,0,0.08795331388078366,0
889,174,0,0,0.024719101123595506,1
1057,142,0,0,0.06427221172022685,1
422,97,0,0,0.04964539007092199,1
1124,287,0,0,0.09866666666666667,1
1387,202,3,0,0.18876080691642652,0
1708,270,3,0,0.12053832650672908,0
3567,644,1,0,0.07567264573991031,0
150,21,0,0,0.0728476821192053,1
2188,549,0,0,0.10004568296025583,1
2327,407,0,0,0.028350515463917526,0
371,86,0,0,0.053763440860215055,1
474,75,1,0,0.09052631578947369,0
705,80,3,0,0.09348441926345609,0
1332,276,0,0,0.033008252063015754,0
537,77,2,0,0.06505576208178439,1
2645,434,1,9,0.0472411186696901,0
3250,384,0,0,0.07443863426637957,1
5,1,0,0,0.0,1
2207,329,2,0,0.11458333333333333,0
82,22,0,0,0.08433734939759036,0
521,100,0,0,0.02681992337164751,1
3854,665,0,0,0.030090791180285344,0
2222,443,0,0,0.03013945119208277,1
34,6,0,0,0.02857142857142857,0
2579,615,0,0,0.07674418604651163,0
1992,247,9,0,0.2187656798795785,0
2377,487,0,0,0.04121110176619008,0
3527,660,0,0,0.0286281179138322,1
1090,188,1,1,0.09165902841429881,0
1029,177,0,0,0.04174757281553398,1
2133,367,2,0,0.11808809746954077,0
179,31,0,0,0.05,1
5,1,0,0,0.0,0
1211,199,0,1,0.07095709570957096,0
544,92,1,0,0.08990825688073395,0
877,58,5,0,0.29157175398633256,1
1464,356,0,0,0.06143344709897611,0
2728,505,0,0,0.03774276291681935,0
570,73,3,0,0.1786339754816112,1
42,9,0,0,0.046511627906976744,1
86,19,0,0,0.022988505747126436,0
322,48,0,0,0.01238390092879257,1
299,43,1,0,0.10333333333333333,0
780,214,0,2,0.1088348271446863,0
2774,456,1,7,0.05333333333333334,1
745,206,0,0,0.1581769436997319,1
951,203,0,0,0.025210084033613446,0
277,63,0,0,0.09352517985611511,0
4039,795,0,0,0.038366336633663366,0
298,54,0,2,0.033444816053511704,0
644,89,1,4,0.031007751937984496,1
661,145,0,0,0.055891238670694864,0
5,1,0,0,0.0,1
862,154,0,0,0.07531865585168018,0
452,89,0,0,0.033112582781456956,1
3267,785,0,0,0.08751529987760098,0
237,50,0,0,0.03361344537815126,0
1027,199,0,0,0.03599221789883268,1
3237,620,0,0,0.03211859172328598,1
1417,328,0,0,0.08603667136812412,0
4231,669,4,0,0.06947069943289225,0
4302,931,0,0,0.052056704624680455,0
349,50,1,0,0.11142857142857143,0
261,28,1,0,0.1183206106870229,0
1873,303,2,0,0.1376734258271078,0
46,11,0,0,0.02127659574468085,1
52,10,0,0,0.0,1
1896,451,0,0,0.07696362677912494,0
540,144,0,0,0.06839186691312385,0
2399,404,0,0,0.0225,0
844,107,3,0,0.08165680473372781,0
8308,1458,0,3,0.030689613671922012,0
636,179,0,0,0.10361067503924647,1
839,201,0,1,0.0880952380952381,0
564,124,0,0,0.05309734513274336,0
456,111,0,0,0.11597374179431072,0
40,9,0,0,0.024390243902439025,1
442,153,0,0,0.0,1
1231,157,4,0,0.09415584415584416,1
5,1,0,0,0.0,0
2210,517,0,0,0.07688828584350972,0
957,295,0,0,0.09081419624217119,1
459,102,0,0,0.05652173913043478,0
1201,234,0,0,0.024958402662229616,0
806,78,3,0,0.26270136307311026,0
3190,558,2,0,0.04700720777185835,1
2230,486,0,0,0.053339309726580006,1
821,114,2,0,0.21289537712895376,0
1220,269,0,0,0.04668304668304668,0
2481,398,0,2,0.037066881547139406,0
759,160,0,0,0.03684210526315789,0
1383,312,0,0,0.052745664739884394,0
1890,356,0,1,0.020624008461131677,1
1481,200,1,0,0.11133603238866396,0
413,90,0,0,0.033816425120772944,0
574,113,0,0,0.04521739130434783,0
1872,417,0,1,0.07100907634810465,0
330,35,1,0,0.229607250755287,0
983,258,0,0,0.10772357723577236,0
1949,394,0,3,0.03794871794871795,1
936,202,0,0,0.05016008537886873,1
1734,313,0,0,0.029394812680115272,0
690,156,0,0,0.04052098408104197,0
1153,205,0,0,0.049393414211438474,0
379,90,0,0,0.08157894736842106,0
1113,159,2,0,0.09874326750448834,0
232,39,0,0,0.034334763948497854,0
67,12,0,0,0.029411764705882353,0
1534,295,0,0,0.09576547231270359,0
229,56,0,0,0.08695652173913043,1
2017,457,0,0,0.10009910802775025,0
1102,290,0,0,0.13689936536718042,1
1425,220,0,0,0.030855539971949508,1
416,93,0,2,0.10071942446043165,0
657,151,0,0,0.0486322188449848,0
590,126,0,0,0.025380710659898477,1
1256,209,0,0,0.02545743834526651,0
521,100,0,0,0.02681992337164751,1
150,7,2,0,0.24503311258278146,0
7926,1704,0,1,0.06433707581682856,0
1115,239,0,0,0.043010752688172046,0
644,152,0,0,0.08217054263565891,1
1674,246,3,1,0.09611940298507463,1
889,169,0,1,0.03707865168539326,0
1586,274,1,0,0.04977945809703844,0
1214,203,0,0,0.050205761316872426,0
1981,408,0,0,0.054490413723511606,1
731,167,0,0,0.04234972677595628,0
912,286,0,0,0.13472070098576122,1
1201,271,0,0,0.050748752079866885,0
451,55,1,0,0.1172566371681416,0
454,98,0,0,0.06813186813186813,1
350,117,0,0,0.21367521367521367,0
186,26,0,0,0.058823529411764705,1
1215,235,0,0,0.02549342105263158,1
1070,176,0,0,0.02427637721755369,1
717,164,0,0,0.04735376044568245,0
516,98,0,0,0.03868471953578337,1
2190,548,0,0,0.09949794614331356,1
3580,528,0,0,0.14213906729963696,1
2876,444,2,0,0.11678832116788321,0
1060,233,0,0,0.04147031102733271,0
456,86,0,0,0.037199124726477024,0
1006,136,3,0,0.0814299900695134,0
1086,155,2,0,0.10211591536338546,0
248,57,0,0,0.04819277108433735,1
770,177,0,0,0.05058365758754864,1
2482,513,0,0,0.042287555376560614,0
339,68,0,0,0.026470588235294117,1
2248,477,0,0,0.04535349044019564,0
879,117,1,0,0.13977272727272727,0
294,43,1,0,0.09830508474576272,0
2565,456,0,0,0.018706157443491817,0
697,181,0,0,0.11174785100286533,0
658,131,0,0,0.019726858877086494,0
1170,217,0,0,0.035012809564474806,1
248,58,0,0,0.06827309236947791,0
777,151,0,1,0.02442159383033419,0
10895,1730,6,0,0.08535242290748898,0
1759,380,0,0,0.05113636363636364,0
217,50,0,0,0.03211009174311927,0
30937,6347,0,7,0.05391428017324972,0
5490,1210,0,0,0.09834274266982335,0
2977,811,0,1,0.13801208865010073,1
461,102,0,0,0.049783549783549784,1
247,52,0,0,0.03225806451612903,1
335,63,0,0,0.020833333333333332,0
18755,3520,0,6,0.04073363190445724,0
196,47,0,0,0.030456852791878174,1
800,199,0,0,0.08114856429463171,1
406,78,0,0,0.051597051597051594,1
200,39,0,0,0.05970149253731343,0
487,92,0,0,0.022540983606557378,0
567,117,0,0,0.056338028169014086,1
1574,350,0,0,0.07238095238095238,0
7952,1777,0,1,0.0726769772412926,0
329,26,0,0,0.5848484848484848,1
5,1,0,0,0.0,1
2815,103,3,0,0.7926136363636364,1
3114,801,0,4,0.10914927768860354,1
1464,218,0,0,0.08464163822525597,1
1219,257,0,0,0.04672131147540984,0
1746,318,0,0,0.07842014882655982,1
3351,632,1,0,0.04713603818615752,0
668,155,0,0,0.04185351270553064,0
4989,759,0,0,0.07695390781563126,0
392,45,0,0,0.002544529262086514,1
1541,318,0,0,0.04409857328145266,0
4534,788,0,1,0.03902976846747519,0
1971,511,0,0,0.11815415821501014,1
283,63,0,0,0.09154929577464789,0
1245,201,1,0,0.1043338683788122,0
562,122,0,0,0.06394316163410302,1
497,98,0,0,0.010040160642570281,0
1676,234,2,0,0.09779367918902802,0
6294,1116,0,3,0.02319301032565528,1
414,87,0,0,0.04578313253012048,0
204,36,0,0,0.024390243902439025,0
98,13,0,0,0.10101010101010101,1
1335,315,0,0,0.0688622754491018,0
3133,622,0,0,0.03477983407785577,1
1998,352,0,4,0.021010505252626314,0
2655,591,0,0,0.05760542168674699,0
1396,265,0,0,0.09520400858983537,1
4268,963,0,0,0.05668774888732724,1
765,81,3,0,0.2519582245430809,0
403,75,0,0,0.019801980198019802,0
1783,414,0,0,0.09024663677130045,0
3601,493,0,0,0.039422543031649084,1
849,182,0,1,0.03058823529411765,1
138,29,0,0,0.05755395683453238,1
988,221,0,0,0.06268958543983821,0
521,100,0,0,0.02681992337164751,1
1046,273,0,0,0.11461318051575932,0
1267,274,0,0,0.055205047318611984,0
52230,10510,0,46,0.04200570542398192,0
62,10,0,0,0.031746031746031744,1
210,23,0,0,0.009478672985781991,1
1835,397,0,0,0.05392156862745098,0
5,1,0,0,0.0,1
1263,168,0,0,0.05300632911392405,1
249,32,1,0,0.116,0
83,22,0,0,0.08333333333333333,0
1936,456,0,0,0.10428497676819824,1
1085,220,0,0,0.0432780847145488,1
1028,193,0,0,0.01652089407191448,1
960,220,0,0,0.05619146722164412,1
543,116,0,0,0.03676470588235294,0
79,20,0,0,0.0875,1
947,173,0,0,0.03375527426160337,1
940,235,0,0,0.08501594048884166,0
596,81,0,0,0.01675041876046901,0
865,105,3,0,0.20785219399538107,0
590,123,0,0,0.043993231810490696,1
435,64,1,0,0.07110091743119266,0
1570,273,1,0,0.08020369191597708,0
189,37,0,0,0.03684210526315789,1
564,118,0,0,0.047787610619469026,1
443,100,0,0,0.08783783783783784,0
1239,151,4,1,0.16612903225806452,0
8035,1534,0,0,0.0352165256346441,1
1385,182,2,0,0.1810966810966811,0
1167,167,2,0,0.06078767123287671,0
1185,228,0,0,0.04047217537942664,0
1232,215,0,0,0.047850770478507706,1
5650,1201,0,1,0.04866395328260485,0
169,38,0,0,0.058823529411764705,0
316,80,0,0,0.056782334384858045,0
3122,702,0,0,0.051232788984950366,0
1933,303,2,1,0.08686659772492245,0
153,32,0,0,0.006493506493506494,0
938,284,0,0,0.09584664536741214,1
999,192,0,0,0.025,0
793,135,1,0,0.07304785894206549,0
1241,268,0,0,0.04428341384863124,0
1549,328,0,0,0.023225806451612905,1
610,77,2,0,0.18985270049099837,0
1052,235,0,0,0.06362773029439696,0
757,90,2,0,0.22427440633245382,0
1185,200,1,0,0.09865092748735245,0
54,12,0,0,0.10909090909090909,0
477,108,0,0,0.05439330543933055,0
3800,488,8,0,0.14917127071823205,0
406,94,0,0,0.09090909090909091,1
350,113,0,0,0.2535612535612536,1
1941,325,0,0,0.036560247167868175,0
12407,1511,0,1,0.00048355899419729207,1
1053,237,0,0,0.05502846299810247,0
2607,530,0,0,0.043328220858895705,1
5,1,0,0,0.0,0
971,198,0,0,0.029835390946502057,0
1784,371,0,0,0.03865546218487395,1
274,38,1,0,0.05818181818181818,0
451,62,0,0,0.00663716814159292,1
270,51,0,0,0.04797047970479705,1
1003,121,2,0,0.20219123505976094,0
1013,86,4,0,0.32741617357001973,1
70,19,0,0,0.07042253521126761,0
395,85,0,0,0.050505050505050504,1
5,1,0,0,0.0,0
257,55,0,0,0.06201550387596899,0
437,79,0,1,0.07077625570776255,0
558,108,0,0,0.017889087656529516,0
297,66,0,0,0.053691275167785234,1
153,5,2,0,0.16883116883116883,0
5837,1157,0,1,0.05704008221993834,0
1225,165,3,0,0.17455138662316477,0
3846,867,0,0,0.04886924876527164,0
865,183,0,0,0.06581986143187067,1
234,46,0,0,0.01276595744680851,0
646,123,0,0,0.04636785162287481,0
1614,331,0,14,0.031578947368421054,1
353,67,0,0,0.01977401129943503,0
284,43,1,0,0.10877192982456141,0
1187,214,0,0,0.034511784511784514,0
464,104,0,0,0.047311827956989246,1
757,160,0,0,0.04353562005277045,1
1177,180,1,0,0.0636672325976231,0
212,24,1,0,0.10328638497652583,0
752,137,0,0,0.014608233731739707,0
